,file,topic,statement_1,statement_2,label
148,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"<b>For every example of that, I have at least three contrary example to counter it:
Lisbon Treaty.
Declaration of War on Iraq.
Recapitalisation of major banks.</b>
All that matters to the discussion is that I demonstrated at least one instance of you being wrong.
<b>All you accomplish is to change the idiot in charge. The chances of electing a good president is roughly equal to the accession of a good king. </b>
That... is more a mathematical thing. What is the probability of having a fit heir compared to a nation of men and women having all sorts of children with some percentage being fit leaders, and of those some percentage that successfully pursue politics?
<b>Which is why we need a Caesar to put New Labour to death (I know not where the Tories stand as yet).</b>
If you lived in Jesusland, you could overthrow the government. Not that it'll ever happen though. Well, over here you can at least vote them out of office majority.
<b>Again, we need a benevolent dictator to unravel the nonsense. All this has happened before; and will happen again.</b>
Benevolent dictators don't exist, at best you get a dictator whose desires coincide with the majority of citizens. It also works very poorly in big populations (too many people with different wants to be heard by the dictator).
<b>My overriding point is that democratic governments have no clear agenda; their processes are slow, the changes they make generally insipid. The reason I cite their disdain for public opinion is that they are supposed to adhere to it. </b>
Replace ""democratic"" with ""monarchy"" or ""fascist"" or ""theocratic"" and it's more or less the same.
<b>A government which professes to be democratic should have No Right to ignore the people's wishes. None whatsoever; in any case, no matter how trivial.</b>
Right, but in reality we have people in power who merely want to stay in power some way, and who want to live in comfort, so we get a failed system no matter what.","""You're just a idiot dude. """,1.0
149,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"<b>He lives.</b>
To the chagrin of many.
<b>Do you think it's fair to say that people in an emotionally distressed state have an inhibited ability to make rational decisions?</b>
I think that people in that state are the only ones who can assess the extent of the damage done.
<b>There is a balance to be struck between majority rule and executive power. Haven't we been over this?</b>
You failed to convince me that this balance is ever achieved.
<b>Your answers are glib to the point of meaninglessness. Why open your mouth if you're not going to advance the dialog[ue]?</b>
You seem to misunderstand who Caesar was and what one is.
<b>""What makes you think an autocrat would serve the people's best interests?</b>
Presumably because he is intelligent enough to realise that a contented, affluent people can only increase his own power.
<b> Do you think there exists a being so angelic as to forgo the self-interest endemic to all living things?</b>
As I have said, it is in his own interest to serve their best interests.
<b>Do you think you are such a being?</b>
Yes, in a manner of speaking. You underestimate my devotion to England.
<b>Man is a self-perpetuation machine first, and a rational being only to the extent that serves the former. </b>
This is why you struggle with the concept of honour. You cannot comprehend why a man would die for an idea.
<b>You have never refrained from an activity because if was illegal?</b>
No. I have never felt a passing interest in the rape, robbing or destruction of a person such as would warrant the defiance of a law. However, if I felt threatened by a law, I would by all means attempt to destroy it. 
<b>ook: why don't you rob a convenience store?</b>
Because I am a compassionate capitalist. 
<b>Tell them you are appropriating their money in order to fund the New British Empire, of which you are the sole authority.</b>
Taking money in order to fund the official government is called taxation and equates to this scenario.
<b>I think you can come up with some clever sounding bullshit excuse for not doing it, but the real reason you don't do it is that you would be arrested.</b>
No, it is for the reasons so recently expressed.
<b>People don't know what they want politically?</b>
Of course not, else majority favour would not swing so often.
<b>People want, and will vote for, policies which they think will benefit them, policies which forward their idealogical views, etc.</b>
See, they don't understand half of these policies, as political parties masquerade their agendas as legitimate plans of action. When they do something right, it is to secure their own dominance, whereafter they may for some years do as they please. The constant to and fro has left most people either confused or fanatic. The confused do not understand by default, whereas the fanatics know only what they have been told to know, figuratively speaking. More literally, they have been told by those they favour that such is the case, therefore such must be done. They rarely understand the ramifications of either their political inertia or the policies they blindly support.
<b>I don't think you're really saying anything here, other than declaring people other than yourself stupid.</b>
I have proved my own intelligence many times over. I have reached a point where I can safely observe the folly of others. Whatever activities you partake of either don't bring you into contact with the ruck, or you are one of them. Another possibility is that you are a liberal and incapable of believing the convenient truth, which serves the likes of me more than it does you.
<b>Do you think the debate about, say, whether to invade Iraq was worthless</b>
It happened and was always going to happen, so yes.
<b>That it was just a mob of idiots without any reasonable arguments?</b>
If they thought that any number of reasonable arguments would alter the outcome, then their intelligence has been misdirected. How many millions of people have to protest an action before you realise that the democracy you blindly follow is a lie?
<b> You breaking laws while expecting others to obey them is hypocri[ic]tal.</b>
Obviously I would have the laws changed.
<b>But what I'm saying is, in reality you would fail to rule justly if you had unlimited power</b>
If I had ultimate power, what would be the point in being corrupt? What is their to gain?","""You sound like a little girl.""",1.0
150,./to_process\debate.show.A_human_being_in_the_fetal_stage_of_their_life_is_a_HUMAN_being_no_troll_version_lj.xml,A human being in the fetal stage of their life is a &quot;HUMAN being.&quot; (no troll version),"<b>- Prove it then.</b>
So your position is that the mentally ill and those in comas do not by definition have self-awareness? 
That's retarded. 
<b>- Scientists has supported my argument. Whats silly again?</b>
That link is called pseudo science and it's an entertainment article not a scientific finding.
And you didn't even understand the article anyway. The theory is happy hormones have a different effect on development, it has nothing to do with consciousness.
If you can't understand the very articles you link what makes you think you can actually debate this subject, out of curiosity?
<b>- Free to choose what?</b>
Free to choose to have an abortion. wtf?
<b>- Thats synonymous my friend, both accusations implies your doubt. And with doubt must come reasons. Otherwise, its just plain denial and closeminded defeat.
Come on my little friend, prove to me they are wrong by giving me credible scientific articles</b>
It is not synonymous and there is no such implication. 
Ignoring again that you have trouble even understanding this debate,
The subject was that those who think that fetuses are self-aware are wrong. You on one hand claim that the mentally ill <i>are not</i> self-aware, then a paragraph later say that the fetus, which does not even have the parts of the brain to make self-awareness possible, <i>are</i> self-aware. 
So you see why it is difficult to take you seriously. 
<b>Its a long story, but here is the explaination why abortion has a FULL effect on the crime rate</b>
What part of ""red herring"" do you not understand?
<b>- Done</b>
That link, again, says not a single word about self-awareness. It is not about that at all. You could replace ""fetus"" with ""ant"" in that article and it would be exactly the same.
Why do you not see that self-awareness is not the subject of that article? Really, it's disturbing.","""Are you f*cking serious. Goddamn it""",1.0
151,./to_process\debate.show.Are_all_Non_Believers_going_to_Hell_3_lj.xml,Are all Non Believers going to Hell?,"Aliens, bigfoot,fairies, etc were all made up by people and I know how the story of bigfoot got into place this person's wife (I forget the name) dressed up in this furry suit that looked like bigfoot and put the feet that looked like it was some kind of creature and he took the picture of his wife in the costume from a distance and then he published something about bigfoot. 
I believe in he Bible because its true and has been proven my scholars that weren't even Christians and some that were Christians. If you read the book called The Case For Christ by Lee Strobel its him as he was an atheist and putting his beliefs aside to find evidence about God and he examined a lot of historical accounts of Christ and all of the evidence pointing towards God and he became a Christian during the end of the book and still is a Christian to this very day because of the evidence he got. 
The Bible should be trusted as a reliable source because we have 25,000+ manuscripts of the New Testament that archaeologists have dug up and they compared each and every single manuscripts to the parts of the Bible that we have today and it was exact word for word. 
Noah's Ark isn't fiction it actually happened because archaeologists dug up many years ago and they found fish in the mountains peaks and most fish fossils are in the ocean put they were scattered everywhere.","""You sound stupid\xa0""",1.0
152,./to_process\debate.show.A_human_being_in_the_fetal_stage_of_their_life_is_a_HUMAN_being_no_troll_version_lj.xml,A human being in the fetal stage of their life is a &quot;HUMAN being.&quot; (no troll version),"<b>Yeah you are the one that doesn't consider it a child/human.</b>
Why do you insist on repeating this lie? I do consider a child a human. I do not consider a foetus a human however. It is very simple. 
<b>Because you said someting doesnt make it law or fact. </b>
Okay...
<b>And who cares about 'holy' or 'pre-ordained' or 'divine'- you are blaming a living being and prosecuting for something out of its control. That is such an injustice. </b>
It's not an injustice. That living thing has no feeling. Abortion is no more unjust than stepping on a bug or spraying a lawn with weed killer. That thing has no more feeling than the bug or the weeds.
<b>And you are not/ shouldn't be the final decider on whether a foetus isn't human or not- you are not the one that is entitled to handing out humanity as if it were some kind of gift.</b>
Neither are you. I can defend the position that something which is not self-aware and which has no feeling and which has not developed a functioning brain should not be treated the same as one which has those things. 
Pro-choice is not ""forcing"" anything. You don't have to get an abortion. More power to you. You are the one who wishes to force your view on others. 
<b>THe point of conception isn't magic- as what the debate says the foetus is human. And if it isn't human enlighten me as to what species it is, because it can't not have a classification.</b>
If that point is not magic than there is no reason that thing should be treated special. The only measure left is self-awareness and feeling. Therefore abortion to the point it is currently legal is more than ample to make sure nothing is harmed.
<b>I won't because I would be killing someone for something out of it's control.</b>
No, you won't because you mistakenly believe something which is not a person is a person. Which is your right and no one cares if you do that. The problem is when you demand that others take your view on this matter. Your view is provably wrong, therefore no one should be forced to follow your view.
<b>And anyone who doesn't consider the foetus to be human only does that so they can kill it whenever it becomes an inconvenience to them.</b>
Your ideal of when and how one comes to the decision to abort is childish and simple. You do not know what that person is thinking at all. And it does not matter because you are not them and should not be allowed to legislate their decision based on your superstitious beliefs.","""You need to get out more.\xa0 That computer has seriously screwed up your head.""",1.0
153,./to_process\debate.show.Are_Ghosts_just_a_Figment_of_the_Imagination_lj.xml,Are Ghosts just a Figment of the Imagination,"If in fact ghosts are real that means that the laws of the universe are suspended from time to time to allow such phenomena, this then would surely effect every mathematical and scientific discovery we have made.If I claim we cannot prove the non existant to exist , or no one else can prove the non existant to exist then it does not exist to all intents and purposes. Would you say nothing can be something? I use the same criteria the non existant can't exist, I would say that is a universal truth givens the laws of mathematics science etc","""And I smell a Dumb $hit. oh it's just you and your stupid Post.. what a moron!""",1.0
154,./to_process\debate.show.Alternate_Realties_do_they_exist_lj.xml,"Alternate Realties, do they exist?","<b>I said, ""We are talking about something that has NO real evidence."" Isn't that exactly what you are explaining up there?</b>
Having no real evidence doesn't guareentee that alternate realities do not exists <---- That is what im explaining to you. 
<b>It does prove my existence. The only thing it does not prove is who I am (my hobbies, what I like, what my life is like). It proves that I exist, not who I am.</b>
Again, no it doesn't. If your mother, father, or guardian used this account, instead of you, does it still prove your existence? No, because you are not typing on the account. I do have to correct myself. When you stated that i don't know who you are, i used the word ""existence."" Knowing that you exist or not, doesn't mean that i do not know who you are. That is my error. I apologize but i doubt i won't stop making mistakes. Still, our converstation doesn't prove your existence. 
<b>As I have said many times already. THERE IS NO EVIDENCE WHETHER THEY EXIST OR NOT. THIS MEANS IT CANNOT BE PROVED NOR DISPROVED. That big and bold enough for you?</b>
If alternate realities cannot be proved or disproved, then why are you are saying that alternate realities do not exist? You contradicted yourself. 
<b>Then you're getting it wrong.</b>
No, i am getting it right. No matter what we are percieving with our tools, you are still stating the same thing: No evidence of existence of an object or idea equates to no existence of that object or idea. Basically you are saying that because we have no evidence of alternate realities, alternate realities do not existence. You stated or implied that in your other arguements. However, now you have changed your arguement from ""we have no evidence so alternate realities don't exist"" to ""we have no evidence if alternate realities exist or not so its existence cannot be proven or disproven."" 
------------------------------------------------------------------------------------------------------------------------------------------- 
Basically, you need to answer the main question: 
You stated <b>THERE IS NO EVIDENCE WHETHER THEY EXIST OR NOT. THIS MEANS IT CANNOT BE PROVED NOR DISPROVED.</b> So why do you say that alternate realities do not exist? You said that it cannot be disproven but yet at the same time you said that alternate realities do not exist? Like i said before, this is a huge contradiction/blow to your previous changed arguement.","""Your statements are idiotic and juvenile.""",1.0
155,./to_process\debate.show.Are_lessons_learnt_from_the_past_releveant_to_today_s_world_of_unprecedented_change_lj.xml,Are lessons learnt from the past releveant to today's world of unprecedented change?,"You again? :)
The word you were looking for was condescention, not contempt, I Have no contempt for any individual. ""This is a naive view"" is equally condescending, don't attempt to label me again.
<b>almost entirely absent. It is only now that we can easily feed and entertain our population</b>
""Almost entirely absent"" is a very bold statement, care to rephrase? Humans haven't drastically changed through their later evolution, there are those that allow space for empathy, and those that don't. In case you still disagree, prove it to me, what capacity were we missing then that we have now?
<b>It is only now that we can easily feed and entertain our population</b>
Implying that you (personally) would lose sight of humanitarian values if you weren't entertained? Thought so. You entertain yourself, funny that ass-backwards views work when considering ""long ago"" peoples, as if humanity as a whole lost it's bloodlust one generation. I don't fit into this category, <i>ego-measuring time</i>, do you?
<b>So the only lessons worth considering in history are regarding wars?
Conflict, not just wars.</b>
Rhetorical question, we can look back to history for profound ideas related to every subject matter, not just conflict. I'm surprised at you, it's not hard to see that my question wasn't straightforward.
<b>On the contrary, modern wars make a lot more sense than most historical wars, which were often fought over religion or petty rivalries between monarchs. Today we fight over resources, which is something worth fighting over.</b>
No, all wars are fought over power. That argument could only come from a person conditioned into the memes his parents and their parents adopted. If you critically reflected on the idiocy you've come to believe is an intellectual world view, you would begin to fill certain holes; the least of which being the expences docked directly off the top of a country's gnp in the billions of dollars towards arms. There are enough resources in the world to sustain a population of 8 billion, the world has been crafted into what we see meticulessly over centuries. We have economic hitmen releasing books describing how the world deficit occurred so effectively as if it was designed to do so, but you spend your leisure time what?....watching t.v?
<b>Contempt is a very unattractive feature. All the above said, I agree that lessons from the past are important, but I disagree with your extrapolations from them.</b>
My condescention is warranted given I haven't demeaned him. His arguments were held together with poor reasoning and his ideas weren't expressed effectively leading me to believe he's still forming his reason and deduction.","""You moron.""",1.0
156,./to_process\debate.show.A_human_being_in_the_fetal_stage_of_their_life_is_a_HUMAN_being_no_troll_version_lj.xml,A human being in the fetal stage of their life is a &quot;HUMAN being.&quot; (no troll version),"<b>- My argument stands that life starts at conception. if you cannot accept my philosophy, then your answer is something for me to dispute</b>
So your answer is that you refuse to answer the question <i>""But if one does not believe that the point at which this DNA is created by the combination of the sperm and the egg is in any way special, by what measure should they judge the sanctity of this life?""</i>
I will assume then you do not have an argument to support your position. In which case, as is currently the case, you <i>should</i> support others right to have an abortion, and they will continue to support your right to not have an abortion.
I'm assuming this is now your position.
<b>- Same argument once more; Legal isn't always Moral</b>
Legality was not my argument... if you cannot understand what I'm saying you don't have to pretend you do. Just tell me you don't get it.
<b>- Simple answer: I value life
Our value for life defines our community</b>
I value life. Just about everyone values life. There is a very good argument to be made that those who are pro-choice value life more than those who are anti-abortion. So you've not answered the question.
<b>- Same excuse can be said to Cheating, Bribery, Drug and alcohol abuse. no one is hurt nor forced to act against their will. But why does it feel so wrong?</b>
Wait... I'm I arguing with a child? 
Cheating, bribery, drugs and alcohol abuse all hurt someone. Abortion does not. At the point abortion is legal t here is not person there to hurt. They are not the same thing. And ""feeling"" has nothing to do with anything at all.
<b>- My friend, that is the excuse of the lowlifes. The ineffectiveness of the solution is not an excuse to allow immorality to run about</b>
1. There is nothing immoral about abortion and you've not had a single argument to the contrary.
2. The ineffectiveness of a solution <i>is</i> an excuse not to enact that ""solution"". Otherwise you have a bunch of solutions that don't work... like outlawing abortion. 
I mean, the second one was just ridiculous. Really? Do stuff even if it doesn't work because people are ""bad""? 
<b>Fact: Abortion is the murder of a helpless child.</b>
You are incorrect as I've explained.","""Dude, you are clueless.  Do you even know what country you're in?""",1.0
157,./to_process\debate.show.Alcohol_is_over_rated_and_so_are_the_people_who_can_t_party_without_it_Agree_Disagree_lj.xml,Alcohol is over rated and so are the people who can't party without it. Agree/Disagree?,"<b>I'm talking about a list of substances</b>
It's not fair to judge a substance that some people can handle just because others can't. I can eat a doughnut today and stop. I know a person who if they buy a dozen has to eat a dozen. That doesn't mean doughnuts should be criticized or certainly not that they should be outlawed.
<b>Goverments are individuals attempting to moderate themselves</b>
Yea, not our government.
<b>It doesn't help overcome them, it only helps to temporarily ignore them.</b>
False, alcohol made me a more comfortable individual.","""your moms a wh.ore\n\nFACT""",1.0
158,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"He lives.
<b>Which?</b>
The one your question was a response to, of course: ""Do you think it's fair to say that people in an emotionally distressed state have an inhibited ability to make rational decisions?""
<b>The idiot masses are the ones who rule.</b>
There is a balance to be struck between majority rule and executive power. Haven't we been over this?
<b>That is an outright lie.</b>
I don't believe it is. Perhaps you're struggling with the word ""generally""?
<b>Otherwise he would not be Caesar.</b>
Your answers are glib to the point of meaninglessness. Why open your mouth if you're not going to advance the dialog?
Anyway, obviously what I was asking was, ""What makes you think an autocrat would serve the people's best interests?"" Do you think there exists a being so angelic as to forgo the self-interest endemic to all living things? Do you think <i>you</i> are such a being? Not a chance. Man is a self-perpetuation machine first, and a rational being only to the extent that serves the former. Rationalization and self-deception are vices even the wisest cannot escape. We need systems which account and compensate for our common weaknesses.
<b>Thus far I have never had cause to break the law, but if I had a reason, I would do so without pause.</b>
You have never refrained from an activity because if was illegal? Now I think you are simply lying to yourself. Arrogance can make honest introspection difficult.
Look: why don't you rob a convenience store? Tell them you are appropriating their money in order to fund the New British Empire, of which you are the sole authority. It's for their own good of course. I think you will not do this. I think you can come up with some clever sounding bullshit excuse for not doing it, but the real reason you don't do it is that you would be arrested.
<b>I was speaking politically, of course.</b>
People don't know what they want politically? Well that's wrong too. People want, and will vote for, policies which they think will benefit them, policies which forward their idealogical views, etc. People aren't going to vote for someone who promises a fork in the eye for everyone, I don't care how dazzling their smile. I'm afraid you're going to have to elaborate if you really think this isn't true.
<b>This is because those elected are often as impressionable and stupid as those who elected them.</b>
I don't think you're really saying anything here, other than declaring people other than yourself stupid. How does stupidity in elected officials lead to contentious politics? Do you think the debate about, say, whether to invade Iraq was worthless? That it was just a mob of idiots without any reasonable arguments?
<b>That is like saying that varying the magnitude of punishments undermines the authority of laws that do not carry high penalties.</b>
What? How are the two anything alike? You breaking laws while expecting others to obey them is hypocrital. Having a punishment fit the crime is not. I really don't see any connection here.
<b>Honour does not consist of doing the logical thing.</b>
There is a logical component to it.
<b>Then presumably I can use whatever means are available to do so.</b>
Yes, in theory. But what I'm saying is, in reality you would fail to rule justly if you had unlimited power because you are human and humans are flawed. Unchecked power is inevitably abused.","""...and you are a bigot.""",1.0
159,./to_process\debate.show.Are_there_benefits_to_child_marriage_lj.xml,Are there benefits to child marriage?,"Benefits in general, as opposed to no benefits at all, includes case-by case benefits.
point 2, I agree. However, who are we to say what is right and what is wrong? everything should be case-by-case, and only a individual can make those sorts of decisions. If they choose poorly, they get the consequences.
Allowing them to get married, and strongly encouraging them to, actually inhibits such promiscuous behavior. A child knows at least that marriage is a serious commitment. To permit flippiant behavior beforehand is actually far more encouraging than threatening marriage for doing so.","""Rickie you are a coward """,1.0
160,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"<b>Do you think it is fair to say that the people who visit such distress upon their victims deserve arbitration?</b>
Yes. Now you answer mine.
<b>Democracy is as much a tyranny as the worst autocracy</b>
Not true at all. Officials can fail to be re-elected. It happens all the time. They can be impeached.
<b>After he is elected, he can do as he pleases, so long as he corrupts the necessary people, which is always possible.</b>
Not if a government has appropriate checks on power. I suppose <i>technically</i> he still could, but then anyone could do anything assuming they ""corrupt the necessary people"", so this is not a useful statement.
<b>When was the last time a democratic government ceased an activity, repealed a law or abstained from some new tax because of public demands.</b>
It doesn't happen very often, but I would say that's because democratic governments generally don't pass unpopular laws.
<b>Rather let us have one Caesar, one champion of the people.</b>
What makes you think this Caesar would be a champion of the people?
<b>Modern democracy ultimately consists of idiots choosing between two or more groups of idiots.</b>
Not true. Intelligence is normally distributed. And I think the bell-curve of both the electorate and the elected must be skewed to the right.
<b>I do not bow before something so fickle as the tyranny of the masses.</b>
You do it every day. If you didn't you would be arrested.
<b>people do not know what they want</b>
They do when it comes to certain things. People generally want sustinence, safety, good relationships, etc. I think it's safe to say they know they want these things.
<b>They are so staggeringly stupid that you can tell them what they want and they will believe you.</b>
I don't think this is true. People can be influenced to various degrees -- but if it were so easy to shape opinion, democratic processes would be a lot less contentious.
<b>Being allowed to kill your daughter's rapist does not equate to a license to kill indiscriminately.</b>
Why should you be able to disregard the rule of law in one case but not another? Would such hypocrisy not undermine the law's authority?
<b>In this case you would simply lead the killers to your family, endangering them as well.</b>
Come on, now. I was trying to come up with a situation where there would be profound negative consequences to fighting and profound benefits to running away. I'm sure you can imagine such a circumstance.
<b>I was saying that I should rather conquer the world and subjugate everybody in it for the betterment of my own people and their allies than I would level the entire race to mediocrity.</b>
""Level to mediocrity""? When did I suggest that? I said greatness comes from improving humanity. This benefit need not be distributed uniformly.
<b>It does, as the only possibly reason one would favour democracy is if one is a champion of the people.</b>
I'm saying ""champion of the people"" has a significantly stronger connotation than ""one who sees democracy as a necessary evil"".","""you are insane go get help""",1.0
161,./to_process\debate.show.Are_smoking_bans_in_private_vehicles_absurd_lj.xml,Are smoking bans in private vehicles absurd?,"Your logic is odd.
If we're going to use me personally as an example, I don't ignore smog. I happen to live in the suburbs, so it's not as much of a problem for me as it is for people who live in urban centres, but even if I were among them, I couldn't keep smog out of the air, but I can keep cigarette smoke out of my car. 
You also said I'm focusing all my attention on what you consider to be a minor source of carcinogens (people who are actually qualified to make that determination do not agree with you). How is not smoking in a car if there are children in it indicative of focusing all one's attention on anything? Again, your argument comes down to, ""You can't eliminate all the risks to the wellbeing of a child, so why eliminate any of them?""
I also can't make the connection between doing what any person of sound mind would do and being a ""distracted pawn"". What does that even mean? Because I don't smoke in a car with children in it like a moron, I'm distracted? Your argument really makes no sense, but then again, I believe you're the person who made the argument that we should green light child pornography to prevent anti-government websites in Australia from being shut down. If raping children is ok by you, I guess killing them with cigarettes isn't much of a problem either.","""no but you really are a chump""",1.0
162,./to_process\debate.show.A_hierarchy_of_good_is_proof_of_a_good_God_lj.xml,A &quot;hierarchy of good&quot; is proof of a good God.,"<b>demonstrated why it a fallacious attempt</b>
hahahahahahahaha no you haven't. You couldn't even address the topic of determinism and free will with your own definitions.....
<b>evolution of the human species exerts force for both individual and collective survival and perpetuation.</b>
Who says that? Evolution only argues that one's natural purpose is to pass one's genes down and to survive. If you can survive more so, and pass you genes down, then it doesn't matter if you kill everyone. 
<b>There is also no reason at all to think that enacting genocide would be in any way advantageous to individual reproduction.</b>
If you kill out those who have x trait, which is disadvantageous to the humanity, then it follows that it is moral for them to be exterminated.
<b>I suggest you read The Origins of Morality: An Evolutionary Account by Dennis Krebs for further elaboration. I am not especially interested in trying to explain much of anything to you at this point.</b>
You should read some philosophical accounts of morality. Lets look at actual critical thought, not cheap scumbag morality.","""This woman is a racist, a sexist\xa0a biggot and a dumbmass.""",1.0
163,./to_process\debate.show.Alcohol_is_over_rated_and_so_are_the_people_who_can_t_party_without_it_Agree_Disagree_lj.xml,Alcohol is over rated and so are the people who can't party without it. Agree/Disagree?,"<b>I completely agree with this quote. Alcohol is a horrible thing that changes you.</b>
Any evidence to support that claim. What about the people who drink a beer at the end of a long day to unwind?
<b>I hate it. It has different affects on people and either way they end up embarrassing themselves</b>
False. Embarrassment is only to the outside perspective. To the whole group of intoxicated people having a good time (assuming they aren't shitfaced) they aren't embarrassed in the least, in fact they're more comfortable than the people looking on them pointing fingers.","""But your still a LOSER TROLL!""",1.0
164,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"<b>All that matters to the discussion is that I demonstrated at least one instance of you being wrong.</b>
I recall that you once said that you do not judge a crowd by exceptions, or something to that effect.
<b>What is the probability of having a fit heir compared to a nation of men and women having all sorts of children with some percentage being fit leaders</b>
A Caesar may choose his heir, regardless of heritage. 
<b>If you lived in Jesusland, you could overthrow the government. Not that it'll ever happen though. Well, over here you can at least vote them out of office majority.</b>
I shall reiterate: one idiot for another. I do not trust an opinion so fickle that it can be changed by a colourful poster.
<b>Benevolent dictators don't exist</b>
The desert being dry does not negate a stranded man's need for water.
<b>at best you get a dictator whose desires coincide with the majority of citizens.</b>
At worst, in some cases.
<b>It also works very poorly in big populations (too many people with different wants to be heard by the dictator).</b>
It is a simple thing to change what people want.
<b>Replace ""democratic"" with ""monarchy"" or ""fascist"" or ""theocratic"" and it's more or less the same.</b> <i>Quote: The reason I cite their disdain for public opinion is that they are supposed to adhere to it</i>
Since when have monarchies, theocracies and fascist states been obliged to adhere to public opinion?
<b>Right, but in reality we have people in power who merely want to stay in power some way, and who want to live in comfort, so we get a failed system no matter what.</b>
Remove the need to want to preserve those things (Elections etc) and let him guarantee his position through the successful governance of the nation. To clarify, many democratic governments abstain from making the hard, necessary decisions because they wish to remain in power. If a dictator will remain in power regardless, he will have no need to abstain from making them.","""You are totally delusional.....\n\n""",1.0
165,./to_process\debate.show.an_eye_for_an_eye_makes_the_world_blind_lj.xml,an eye for an eye makes the world blind,"<b>All that matters to the discussion is that I demonstrated at least one instance of you being wrong.</b>
I recall that you once said that you do not judge a crowd by exceptions, or something to that effect.
<b>What is the probability of having a fit heir compared to a nation of men and women having all sorts of children with some percentage being fit leaders</b>
A Caesar may choose his heir, regardless of heritage. 
<b>If you lived in Jesusland, you could overthrow the government. Not that it'll ever happen though. Well, over here you can at least vote them out of office majority.</b>
I shall reiterate: one idiot for another. I do not trust an opinion so fickle that it can be changed by a colourful poster.
<b>Benevolent dictators don't exist</b>
The desert being dry does not negate a stranded man's need for water.
<b>at best you get a dictator whose desires coincide with the majority of citizens.</b>
At worst, in some cases.
<b>It also works very poorly in big populations (too many people with different wants to be heard by the dictator).</b>
It is a simple thing to change what people want.
<b>Replace ""democratic"" with ""monarchy"" or ""fascist"" or ""theocratic"" and it's more or less the same.</b> <i>Quote: The reason I cite their disdain for public opinion is that they are supposed to adhere to it</i>
Since when have monarchies, theocracies and fascist states been obliged to adhere to public opinion?
<b>Right, but in reality we have people in power who merely want to stay in power some way, and who want to live in comfort, so we get a failed system no matter what.</b>
Remove the need to want to preserve those things (Elections etc) and let him guarantee his position through the successful governance of the nation. To clarify, many democratic governments abstain from making the hard, necessary decisions because they wish to remain in power. If a dictator will remain in power regardless, he will have no need to abstain from making them.","""Jwaan full of shit as usual.""",1.0
